Name,Affiliation,Google Scholar Profile,ORCID Profile,Research Gate Profile,Research Interests/Focus,Taxonomy Tags
James M. Ellis,University of Michigan,https://scholar.google.com/citations?hl=en&user=bW9Nl0kAAAAJ,https://orcid.org/0000-0002-9318-5141,,"K-20 education and career pathways of low income and racial minority 
students, education pipeline intervensions, racism and discrimination in
 secondary and postsecondary settings, program evaluation, and 
underrepresented students’ college preparation, access, and success","Discrimination, Education, Poverty, Program evaluation, Race and ethnicity, School Social Work"
Katrina R. Ellis,University of Michigan,https://scholar.google.com/citations?hl=en&user=xIJvyYIAAAAJ&inst=1297495080519272923,,https://www.researchgate.net/profile/Katrina-R-Ellis,"African American family health interventions; cancer prevention and 
survivorship; self and family management of multiple chronic conditions;
 racial and ethnic disparities in health; digital health; 
community-based participatory research","Black or African American, Community based, Disparities, Families and Family Dynamics, Health, Race and ethnicity, Research methods, Technology"
Larry M. Gant,University of Michigan,https://scholar.google.com/citations?hl=en&user=bNvFpH4AAAAJ,,https://www.researchgate.net/profile/Larry-Gant,"program evaluation, social action, community-based health programs, public health, international social work, arts-based community development, health disparities, HIV/AIDS, poverty, violence-related PTSD","Community based, Disparities, Health, HIV or AIDS, International issues, Post Traumatic Stress Disorder (PTSD), Poverty, Program evaluation, Public health, Social justice, Violence"
Odessa  Gonzalez Benson,University of Michigan,https://scholar.google.com/citations?hl=en&user=pYZ6uhcAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-9707-4601,https://www.researchgate.net/profile/Odessa-Benson-2,"refugee resettlement, refugee/migrant-led organizations, participatory approaches to urban governance and social services with refugees, state-civil society relations, critical policy studies","Organizations, Policy, Refugees, Urban issues"
Lorraine M. Gutiérrez,University of Michigan,https://scholar.google.com/citations?hl=en&user=yvE4PZIAAAAJ,https://orcid.org/0000-0003-2714-7005,https://www.researchgate.net/profile/Lorraine-Gutierrez,"Empowerment-oppressed groups, Latinos, social justice.","Empowerment, Latinx, Oppressed groups, Social justice"
Jaclynn M. Hawkins,University of Michigan,https://scholar.google.com/citations?hl=en&user=dhYDja4AAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-8132-790X,https://www.researchgate.net/profile/Jaclynn-Hawkins,African American and Latino men's health; Social determinants of health/health disparities; Factors that contribute to access to and utilization of care; Diabetes self-management; Community-based interventions targeting low-income African Americans and Latinos,"Black or African American, Community based, Disparities, Gender studies, Health, Latinx, Poverty, Social determinants"
Lydia W. Li,University of Michigan,https://scholar.google.com/citations?user=Z2nNjfcAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-5601-7325,,"social isolation, depression, and suicide in older adults; ageism; cross-cultural gerontology; community-based interventions","Aging, Community based, Mental and behavioral health"
Jamie Mitchell,University of Michigan,https://scholar.google.com/citations?user=C7W3XWMAAAAJ&hl=en&inst=1297495080519272923,,https://www.researchgate.net/profile/Jamie-Mitchell-8,"African American men's health; cancer health disparities, patient-provider communication; psychosocial well-being and family 
support; social determinants of health","Black or African American, Disparities, Families and Family Dynamics, Gender studies, Health, Social determinants, Wellbeing"
Robert M. Ortega,University of Michigan,https://scholar.google.com/citations?hl=en&user=-KSDmcgAAAAJ,,https://www.researchgate.net/scientific-contributions/Robert-M-Ortega-2186401713,"Child welfare, juvenile justice, serious mental illness.","Child welfare, Juvenile justice, Mental and behavioral health"
Sunggeun (Ethan)  Park,University of Michigan,https://scholar.google.com/citations?hl=en&user=3AZvpzAAAAAJ&inst=1297495080519272923,,https://www.researchgate.net/profile/Sunggeun-Park,"human service organization, nonprofit strategy and management, client engagement in services, empowerment practice, child welfare policy, health services and access and public-private collaboration","Child welfare, Empowerment, Nonprofit, Organizations, Policy"
Rogério Meireles Pinto,University of Michigan,https://scholar.google.com/citations?hl=en&user=3XLfgw4AAAAJ&inst=1297495080519272923,,https://www.researchgate.net/profile/Rogerio-Pinto,Implementation Science; HIV prevention; Oppressed Groups; Practitioners; International Research,"HIV or AIDS, International issues, Oppressed groups"
Camille R. Quinn,University of Michigan,https://scholar.google.com/citations?hl=en&user=1TbdBoYAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0003-0876-1851,https://www.researchgate.net/profile/Camille-Quinn-2,"health equity of African American adolescents and young adults at the intersections of race, gender, health, crime and system involvement.","
Adolescent Behavior, Black or African American, Crime, Health, Gender studies, Race and ethnicity, Systems "
Trina R. Shanks,University of Michigan,https://scholar.google.com/citations?hl=en&user=0ryV6yoAAAAJ,https://orcid.org/0000-0002-3644-889X,https://www.researchgate.net/profile/Trina-Shanks,"Child well-being, asset building, 529 college education plans, SEED, Rhodes scholar, economic development","Children and adolescents, Socioeconomic Issues, Wellbeing"
Robert Joseph Taylor,University of Michigan,https://scholar.google.com/citations?hl=en&user=5yGwTWsAAAAJ,,,Informal social support networks of adult/elderly African Americans.,"Aging, Black or African American"
Daphne C. Watkins,University of Michigan,https://scholar.google.com/citations?hl=en&user=7as_MMIAAAAJ,https://orcid.org/0000-0002-6350-7891,https://www.researchgate.net/profile/Daphne-Watkins,Behavioral interventions; equity; marginalized groups; mixed methods; leadership development; strategy and efficiency; organizational structures,"Diversity Equity and Inclusion (DEI), Oppressed groups, Organizations"
Xiaoling Xiang,University of Michigan,https://scholar.google.com/citations?hl=en&user=D9F_qcoAAAAJ,,https://www.researchgate.net/profile/Xiaoling-Xiang-2,"Health services research, integrated care models, late-life mental health care, depression, chronic disease, comorbidity, aging in place, health disparities, implementation research","Aging, Disparities, Health, Mental and behavioral health, Research methods, "
Meiko Yoshihama,University of Michigan,,,,"Violence against women, community organizing and participatory action research in immigrant and marginalized communities, theatre-based prevention, mental health.","Community Engagement, Gender studies, Immigration, Mental and behavioral health, Research methods, Violence"
Anao Zhang,University of Michigan,https://scholar.google.com/citations?hl=en&user=AW8xAZAAAAAJ,https://orcid.org/0000-0002-3199-1113,https://www.researchgate.net/profile/Anao-Zhang,Psych-Oncology; AYA survivorship; social determinants of youth health and mental health; evidence-based practice; and integrated behavioral health.,"Adolescent Behavior, Evidence based practice, Health, Mental and behavioral health, Social determinants"
Daicia R. Price,University of Michigan,,https://orcid.org/0000-0002-7780-0829,https://www.researchgate.net/profile/Daicia-Price-2,"Children and Families, Mental Health, Organizational Leadership, Supervision, Diversity and Inclusion, Gender Variances, Integrated Health, Suicide Prevention and Community Organization","Children and adolescents, Community Engagement, Diversity Equity and Inclusion (DEI), Gender and sexuality, Health, Mental and behavioral health, Organizations"
Saida Abdi,University of Minnesota-Twin Cities,https://scholar.google.com/citations?hl=en&user=Uxp4TQsAAAAJ,https://orcid.org/0000-0002-8258-0496,https://www.researchgate.net/profile/Saida-Abdi-2,Refugee youth and families; refugee and immigrant mental health; trauma systems therapy; building culturally responsive interventions,"Adolescent Behavior, Culture, Families and Family Dynamics, Immigration, Mental and behavioral health, Refugees, Trauma informed practice"
Joan Blakey,University of Minnesota-Twin Cities,https://scholar.google.com/citations?hl=en&user=GZuu43wAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-6974-3633,https://www.researchgate.net/profile/Joan-Blakey-2,"child advocacy, protection, and welfare; diversity, equity, and inclusion (DEI); justice and corrections; substance use and substance use treatment; and trauma and trauma-informed care","Advocacy, Child welfare, Diversity Equity and Inclusion (DEI), Substance use, Trauma informed practice"
Priscilla Gibson,University of Minnesota-Twin Cities,https://scholar.google.com/citations?hl=en&user=lyGFXYwAAAAJ,,https://www.researchgate.net/profile/Priscilla-Gibson-2,African American grandmothers as kinship care providers; families with children who have developmental delays; qualitative research methods; teaching social justice content,"Black or African American, Children and adolescents, Families and Family Dynamics, Research methods, Social justice"
Mimi Choy-Brown,University of Minnesota-Twin Cities,https://scholar.google.com/citations?hl=en&user=XBMRLbEAAAAJ,https://orcid.org/0000-0002-3303-726X,https://www.researchgate.net/profile/Mimi-Choy-Brown,community mental health services and implementation science,"Community Engagement, Mental and behavioral health"
Yi Jin Kim,University of Mississippi,https://scholar.google.com/citations?hl=en&user=GK_u5GoAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-4338-5145,https://www.researchgate.net/profile/Yi-Jin-Kim,"suicide, health risk behaviors, substance use, mental health","Health, Mental and behavioral health, Risk Behavior, Substance use"
Younghee Lim,University of Mississippi,https://scholar.google.com/citations?hl=en&user=5a4NvD4AAAAJ&inst=1297495080519272923,,https://www.researchgate.net/profile/Younghee-Lim-2,"poverty, policy, economic well-being","Economic issues, Policy, Poverty, Wellbeing"
Misa Kayama,University of Mississippi,https://scholar.google.com/citations?hl=en&user=NjIzD_IAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-7276-0733,,"disabilty, race, immigrants","Disability, Immigration, Race and ethnicity"
Saijun Zhang,University of Mississippi,https://scholar.google.com/citations?hl=en&user=2vtNHcwAAAAJ&inst=1297495080519272923,,https://www.researchgate.net/profile/Saijun-Zhang,"child welfare, youth behavioral health, health disparities and inequities, social determinants of health","Adolescent Behavior, Child welfare, Disparities, Health, Social determinants "
